管線材質	ORDER_SEQ	Short_desc	SIZE1	SIZE2	SCH1	SCH2	SIZE_LAYOUT	厚度	UNIT	IDENT_CODE	中文說明	用料時機	採購量	可領用量	合計	合計2	-	A	B	D	E	合計.1	-.1	A.1	B.1	D.1	E.1	需求總計	-.2	A.2	B.2	D.2	E.2	缺料總計	先不領	可領料	CHECK	-.3	A.3	B.3	D.3	E.3	領料總計	7/2	7/9	7/11	8/15	8/22	Unnamed: 49	7/2.1	7/10	8/15.1	8/22.1	Unnamed: 54	7/2.2	7/10.1	7/11.1	8/15.2	8/22.2	8/24	Unnamed: 61	7/2.3	7/10.2	8/15.3	8/22.3	Unnamed: 66	Unnamed: 67	7/2.4	7/10.3	7/11.2	8/15.4	8/22.4
碳鋼	453	"ORIFICE WN FLANGE CL300 RF CS A105 W/ 1/2"" FNPT TAPS ASME  NACE"	4	 	S-40	 	"4"" S-40"	6.02	PAIR	F129389	流孔法蘭	預製	2		1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0				0	0	1	0	0	1																	1												
碳鋼	453	"ORIFICE WN FLANGE CL300 RF CS A105 W/ 1/2"" FNPT TAPS ASME  NACE"	2	 	S-80	 	"2"" S-80"	5.54	PAIR	F61903	流孔法蘭	預製	3		1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	-1	0	0	-1				0	0	0	0	0	0																													
碳鋼	462	SPECTACLE BLIND CL150 RF CS A516-70  JOB STD   	1	 	 	 	"1"""		PC	G03400	眼鏡盲板	安裝	12		4	4	0	0	1	3	0	4	0	0	1	3	0	4	0	0	-1	-3	0	-4				0	0	0	0	0	0																													
碳鋼	462	SPECTACLE BLIND CL150 RF CS A516-70  JOB STD   	0.75	 	 	 	"3/4"""		PC	G03399	眼鏡盲板	安裝	6		1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	-1	0	0	-1				0	0	0	0	0	0																													
碳鋼	462	SPECTACLE BLIND CL150 RF CS A516-70  JOB STD  NACE	2	 	 	 	"2"""		PC	G200516	眼鏡盲板	安裝	1		1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	-1	0	0	-1				0	0	0	0	0	0																													
碳鋼	462	SPECTACLE BLIND CL150 RF CS A516-70  JOB STD  NACE	1	 	 	 	"1"""		PC	G200513	眼鏡盲板	安裝	9		8	8	0	0	8	0	0	8	0	0	8	0	0	8	0	0	-8	0	0	-8				0	0	0	0	0	0																													
碳鋼	462	SPECTACLE BLIND CL1500 RJ CS A516-60  JOB STD  NACE(IMPACT TEST at -1 DEG. C)	0.75	 	 	 	"3/4"""		PC	G831795	眼鏡盲板	安裝	1		1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	-1	0	0	-1				0	0	0	0	0	0																													
碳鋼	462	SPECTACLE BLIND CL1500 RJ CS A516-70  JOB STD  NACE	2	 	 	 	"2"""		PC	G348942	眼鏡盲板	安裝	1		1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	-1	0	0	-1				0	0	0	0	0	0																													
碳鋼	462	SPECTACLE BLIND CL300 RF CS A516-70  JOB STD   	4	 	 	 	"4"""		PC	G04649	眼鏡盲板	安裝	2		2	2	0	0	0	2	0	2	0	0	0	2	0	2	0	0	0	-2	0	-2				0	0	0	0	0	0																													
碳鋼	462	SPECTACLE BLIND CL300 RF CS A516-70  JOB STD   	1	 	 	 	"1"""		PC	G04656	眼鏡盲板	安裝	18		18	18	0	0	18	0	0	18	0	0	18	0	0	18	0	0	-18	0	0	-18				0	0	0	0	0	0																													
碳鋼	463	BLANK & SPACER CL300 RF CS A516-70  JOB STD   	8	 	 	 	"8"""		PAIR	G11136	眼鏡盲板	安裝	2		2	2	0	0	0	2	0	2	0	0	0	2	0	2	0	0	0	-2	0	-2				0	0	0	0	0	0																													
碳鋼	471	"GASKET CL150 RF SP-WD SS304 & FIL-FLEX-GRAPH O.R-CS  ASME  4.5MM(3/16"") THCK  "	10	 	 	 	"10"""		PC	G09348	迫緊	安裝	2		1	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	-1	0	-1				0	0	0	0	0	0																													
碳鋼	471	"GASKET CL150 RF SP-WD SS304 & FIL-FLEX-GRAPH O.R-CS  ASME  4.5MM(3/16"") THCK  "	8	 	 	 	"8"""		PC	G09333	迫緊	安裝	70		8	8	0	4	0	4	0	8	0	4	0	4	0	8	0	-4	0	-4	0	-8				0	0	0	0	0	0																													
碳鋼	471	"GASKET CL150 RF SP-WD SS304 & FIL-FLEX-GRAPH O.R-CS  ASME  4.5MM(3/16"") THCK  "	6	 	 	 	"6"""		PC	G09334	迫緊	安裝	132		5	5	0	1	0	4	0	5	0	1	0	4	0	5	0	-1	0	-4	0	-5				0	0	0	0	0	0																													
碳鋼	471	"GASKET CL150 RF SP-WD SS304 & FIL-FLEX-GRAPH O.R-CS  ASME  4.5MM(3/16"") THCK  "	4	 	 	 	"4"""		PC	G09336	迫緊	安裝	110		21	21	0	11	1	9	0	21	0	11	1	9	0	21	0	-11	-1	-9	0	-21				0	0	0	0	0	0																													
碳鋼	471	"GASKET CL150 RF SP-WD SS304 & FIL-FLEX-GRAPH O.R-CS  ASME  4.5MM(3/16"") THCK  "	3	 	 	 	"3"""		PC	G09338	迫緊	安裝	82		9	9	0	4	0	5	0	9	0	4	0	5	0	9	0	-4	0	-5	0	-9				0	0	0	0	0	0																													
碳鋼	471	"GASKET CL150 RF SP-WD SS304 & FIL-FLEX-GRAPH O.R-CS  ASME  4.5MM(3/16"") THCK  "	2	 	 	 	"2"""		PC	G09343	迫緊	安裝	64		8	8	0	4	1	3	0	8	0	4	1	3	0	8	0	-4	-1	-3	0	-8				0	0	0	0	0	0																													
碳鋼	471	"GASKET CL150 RF SP-WD SS304 & FIL-FLEX-GRAPH O.R-CS  ASME  4.5MM(3/16"") THCK  "	1	 	 	 	"1"""		PC	G09351	迫緊	安裝	104		15	15	0	2	2	11	0	15	0	2	2	11	0	15	0	-2	-2	-11	0	-15				0	0	0	0	0	0																													
碳鋼	471	"GASKET CL150 RF SP-WD SS304 & FIL-FLEX-GRAPH O.R-CS  ASME  4.5MM(3/16"") THCK  "	0.75	 	 	 	"3/4"""		PC	G09352	迫緊	安裝	102		25	25	0	21	2	2	0	25	0	21	2	2	0	25	0	-21	-2	-2	0	-25				0	0	0	0	0	0																													
碳鋼	471	"GASKET CL150 RF SP-WD SS316 & FIL-FLEX-GRAPH O.R-CS  ASME  4.5MM(3/16"") THCK  "	2	 	 	 	"2"""		PC	G34912	迫緊	安裝	20		5	5	0	0	5	0	0	5	0	0	5	0	0	5	0	0	-5	0	0	-5				0	0	0	0	0	0																													
碳鋼	471	"GASKET CL150 RF SP-WD SS316 & FIL-FLEX-GRAPH O.R-CS  ASME  4.5MM(3/16"") THCK  "	1.5	 	 	 	"1-1/2"""		PC	G34909	迫緊	安裝	10		4	4	0	0	4	0	0	4	0	0	4	0	0	4	0	0	-4	0	0	-4				0	0	0	0	0	0																													
碳鋼	471	GASKET CL1500 RJ OCT-R SOFT IRON  ASME    	2	 	 	 	"2"""		PC	G13727	迫緊	安裝	43		3	3	0	0	3	0	0	3	0	0	3	0	0	3	0	0	-3	0	0	-3				0	0	0	0	0	0																													
碳鋼	471	GASKET CL1500 RJ OCT-R SOFT IRON  ASME    	1	 	 	 	"1"""		PC	G13733	迫緊	安裝	31		6	6	0	0	6	0	0	6	0	0	6	0	0	6	0	0	-6	0	0	-6				0	0	0	0	0	0																													
碳鋼	471	GASKET CL1500 RJ OCT-R SOFT IRON  ASME    	0.75	 	 	 	"3/4"""		PC	G13734	迫緊	安裝	82		2	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	-2	0	0	-2				0	0	0	0	0	0																													
碳鋼	471	GASKET CL2500 RJ OCT-R SOFT IRON  ASME    	0.5	 	 	 	"1/2"""		PC	G13840	迫緊	安裝	101		18	18	0	0	6	12	0	18	0	0	6	12	0	18	0	0	-6	-12	0	-18				0	0	0	0	0	0																													
碳鋼	471	GASKET CL2500 RJ OCT-R SS316  ASME    	4	 	 	 	"4"""		PC	G442342	迫緊	安裝	3		4	4	0	0	4	0	0	4	0	0	4	0	0	4	0	0	-4	0	0	-4				0	0	0	0	0	0																													
碳鋼	471	GASKET CL2500 RJ OCT-R SS316  ASME    	1	 	 	 	"1"""		PC	G442335	迫緊	安裝	0		12	12	0	0	1	11	0	12	0	0	1	11	0	12	0	0	-1	-11	0	-12				0	0	0	0	0	0																													
碳鋼	471	"GASKET CL300 RF SP-WD SS304 & FIL-FLEX-GRAPH O.R-CS  ASME  4.5MM(3/16"") THCK  "	8	 	 	 	"8"""		PC	G09207	迫緊	安裝	62		17	17	0	0	0	17	0	17	0	0	0	17	0	17	0	0	0	-17	0	-17				0	0	0	0	0	0																													
碳鋼	471	"GASKET CL300 RF SP-WD SS304 & FIL-FLEX-GRAPH O.R-CS  ASME  4.5MM(3/16"") THCK  "	6	 	 	 	"6"""		PC	G09208	迫緊	安裝	64		20	20	0	0	2	18	0	20	0	0	2	18	0	20	0	0	-2	-18	0	-20				0	0	0	0	0	0																													
碳鋼	471	"GASKET CL300 RF SP-WD SS304 & FIL-FLEX-GRAPH O.R-CS  ASME  4.5MM(3/16"") THCK  "	4	 	 	 	"4"""		PC	G09210	迫緊	安裝	70		21	21	0	0	0	21	0	21	0	0	0	21	0	21	0	0	0	-21	0	-21				0	0	0	0	0	0																													
碳鋼	471	"GASKET CL300 RF SP-WD SS304 & FIL-FLEX-GRAPH O.R-CS  ASME  4.5MM(3/16"") THCK  "	3	 	 	 	"3"""		PC	G09212	迫緊	安裝	110		45	45	0	12	0	33	0	45	0	12	0	33	0	45	0	-12	0	-33	0	-45				0	0	0	0	0	0																													
碳鋼	471	"GASKET CL300 RF SP-WD SS304 & FIL-FLEX-GRAPH O.R-CS  ASME  4.5MM(3/16"") THCK  "	2	 	 	 	"2"""		PC	G09217	迫緊	安裝	162		24	24	0	2	6	16	0	24	0	2	6	16	0	24	0	-2	-6	-16	0	-24				0	0	0	0	0	0																													
碳鋼	471	"GASKET CL300 RF SP-WD SS304 & FIL-FLEX-GRAPH O.R-CS  ASME  4.5MM(3/16"") THCK  "	1.5	 	 	 	"1-1/2"""		PC	G09202	迫緊	安裝	22		9	9	0	4	1	4	0	9	0	4	1	4	0	9	0	-4	-1	-4	0	-9				0	0	0	0	0	0																													
碳鋼	471	"GASKET CL300 RF SP-WD SS304 & FIL-FLEX-GRAPH O.R-CS  ASME  4.5MM(3/16"") THCK  "	1	 	 	 	"1"""		PC	G09204	迫緊	安裝	152		67	67	0	10	38	19	0	67	0	10	38	19	0	67	0	-10	-38	-19	0	-67				0	0	0	0	0	0																													
碳鋼	471	"GASKET CL300 RF SP-WD SS304 & FIL-FLEX-GRAPH O.R-CS  ASME  4.5MM(3/16"") THCK  "	0.75	 	 	 	"3/4"""		PC	G09205	迫緊	安裝	82		32	32	0	18	10	4	0	32	0	18	10	4	0	32	0	-18	-10	-4	0	-32				0	0	0	0	0	0																													
碳鋼	471	"GASKET CL300 RF SP-WD SS304 & FIL-FLEX-GRAPH O.R-CS  ASME  4.5MM(3/16"") THCK  "	0.5	 	 	 	"1/2"""		PC	G09206	迫緊	安裝	88		8	8	0	0	4	4	0	8	0	0	4	4	0	8	0	0	-4	-4	0	-8				0	0	0	0	0	0																													
碳鋼	471	"GASKET CL300 RF SP-WD SS316 & FIL-FLEX-GRAPH O.R-CS  ASME  4.5MM(3/16"") THCK  "	6	 	 	 	"6"""		PC	G09223	迫緊	安裝	8		4	4	0	0	4	0	0	4	0	0	4	0	0	4	0	0	-4	0	0	-4				0	0	0	0	0	0																													
碳鋼	471	"GASKET CL300 RF SP-WD SS316 & FIL-FLEX-GRAPH O.R-CS  ASME  4.5MM(3/16"") THCK  "	4	 	 	 	"4"""		PC	G09226	迫緊	安裝	34		4	4	0	0	4	0	0	4	0	0	4	0	0	4	0	0	-4	0	0	-4				0	0	0	0	0	0																													
碳鋼	471	"GASKET CL300 RF SP-WD SS316 & FIL-FLEX-GRAPH O.R-CS  ASME  4.5MM(3/16"") THCK  "	0.75	 	 	 	"3/4"""		PC	G09242	迫緊	安裝	69		8	8	0	0	8	0	0	8	0	0	8	0	0	8	0	0	-8	0	0	-8				0	0	0	0	0	0																													
碳鋼	471	"GASKET CL300 RF SP-WD SS316 & FIL-FLEX-GRAPH O.R-CS  ASME  4.5MM(3/16"") THCK  "	0.5	 	 	 	"1/2"""		PC	G09224	迫緊	安裝	4		2	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	-2	0	0	-2				0	0	0	0	0	0																													
碳鋼	472	INSULATION KIT CL150 RF RING REINF PHENOLIC GSK & BLT W/ METAL & INSU WASHR & SLVE  JOB STD 3.0MM THCK  	1.5	 	 	 	"1-1/2"""		SET	G46324	絕緣套件	安裝	0		1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	-1	0	0	-1				0	0	0	0	0	0																													
碳鋼	472	INSULATION KIT CL150 RF RING REINF PHENOLIC GSK & BLT W/ METAL & INSU WASHR & SLVE  JOB STD 3.0MM THCK  	1	 	 	 	"1"""		SET	G46322	絕緣套件	安裝	0		12	12	0	0	12	0	0	12	0	0	12	0	0	12	0	0	-12	0	0	-12				0	0	0	0	0	0																													
碳鋼	481	STUD BOLT 8UN AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	2	480	 	 	2 IN x 480 MM LG		SET	G202103	螺絲	安裝	0		12	12	0	0	12	0	0	12	0	0	12	0	0	12	0	0	-12	0	0	-12				0	0	0	0	0	0																													
碳鋼	481	STUD BOLT 8UN AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	1.5	280	 	 	1-1/2 IN x 280 MM LG		SET	G201652	螺絲	安裝	0		32	32	0	0	32	0	0	32	0	0	32	0	0	32	0	0	-32	0	0	-32				0	0	0	0	0	0																													
碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.875	175	 	 	7/8 IN x 175 MM LG		SET	G14806	螺絲	安裝	29		24	24	0	0	0	24	0	24	0	0	0	24	0	24	0	0	0	-24	0	-24				0	0	0	0	0	0																													
碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.875	145	 	 	7/8 IN x 145 MM LG		SET	G14812	螺絲	安裝	331		132	132	0	0	0	132	0	132	0	0	0	132	0	132	0	0	0	-132	0	-132				0	0	0	0	0	0																													
碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.875	125	 	 	7/8 IN x 125 MM LG		SET	G14816	螺絲	安裝	14		12	12	0	0	0	12	0	12	0	0	0	12	0	12	0	0	0	-12	0	-12				0	0	0	0	0	0																													
碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.875	155	 	 	7/8 IN x 155 MM LG		SET	G14810	螺絲	安裝	29		12	12	0	0	0	12	0	12	0	0	0	12	0	12	0	0	0	-12	0	-12				0	0	0	0	0	0																													
碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.75	130	 	 	3/4 IN x 130 MM LG		SET	G14898	螺絲	安裝	365		160	160	0	0	0	160	0	160	0	0	0	160	0	160	0	0	0	-160	0	-160				0	0	0	0	0	0																													
碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.75	95	 	 	3/4 IN x 95 MM LG		SET	G14822	螺絲	安裝	48		32	32	0	16	0	16	0	32	0	16	0	16	0	32	0	-16	0	-16	0	-32				0	0	0	0	0	0																													
碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.75	110	 	 	3/4 IN x 110 MM LG		SET	G14902	螺絲	安裝	461		328	328	0	80	0	248	0	328	0	80	0	248	0	328	0	-80	0	-248	0	-328				0	0	0	0	0	0																													
碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.75	140	 	 	3/4 IN x 140 MM LG		SET	G14896	螺絲	安裝	96		60	60	0	0	12	48	0	60	0	0	12	48	0	60	0	0	-12	-48	0	-60				0	0	0	0	0	0																													
碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.75	115	 	 	3/4 IN x 115 MM LG		SET	G14901	螺絲	安裝	350		64	64	0	32	0	32	0	64	0	32	0	32	0	64	0	-32	0	-32	0	-64				0	0	0	0	0	0																													
碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.75	105	 	 	3/4 IN x 105 MM LG		SET	G14903	螺絲	安裝	576		40	40	0	8	0	32	0	40	0	8	0	32	0	40	0	-8	0	-32	0	-40				0	0	0	0	0	0																													
碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.75	120	 	 	3/4 IN x 120 MM LG		SET	G14900	螺絲	安裝	254		92	92	0	0	4	88	0	92	0	0	4	88	0	92	0	0	-4	-88	0	-92				0	0	0	0	0	0																													
碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.75	135	 	 	3/4 IN x 135 MM LG		SET	G14897	螺絲	安裝	53		28	28	0	8	0	20	0	28	0	8	0	20	0	28	0	-8	0	-20	0	-28				0	0	0	0	0	0																													
碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.625	90	 	 	5/8 IN x 90 MM LG		SET	G14906	螺絲	安裝	797		196	196	0	16	48	132	0	196	0	16	48	132	0	196	0	-16	-48	-132	0	-196				0	0	0	0	0	0																													
碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.625	85	 	 	5/8 IN x 85 MM LG		SET	G14907	螺絲	安裝	274		116	116	0	56	12	48	0	116	0	56	12	48	0	116	0	-56	-12	-48	0	-116				0	0	0	0	0	0																													
碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.625	80	 	 	5/8 IN x 80 MM LG		SET	G14908	螺絲	安裝	168		120	120	0	72	40	8	0	120	0	72	40	8	0	120	0	-72	-40	-8	0	-120				0	0	0	0	0	0																													
碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.625	95	 	 	5/8 IN x 95 MM LG		SET	G14905	螺絲	安裝	792		284	292	0	104	80	108	0	292	0	104	80	108	0	292	0	-104	-80	-108	0	-292				0	0	0	0	0	0																													
碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.625	110	 	 	5/8 IN x 110 MM LG		SET	G14584	螺絲	安裝	43		16	16	0	0	0	16	0	16	0	0	0	16	0	16	0	0	0	-16	0	-16				0	0	0	0	0	0																													
碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.5	65	 	 	1/2 IN x 65 MM LG		SET	G14593	螺絲	安裝	1579		204	204	0	196	0	8	0	204	0	196	0	8	0	204	0	-196	0	-8	0	-204				0	0	0	0	0	0																													
碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.5	80	 	 	1/2 IN x 80 MM LG		SET	G14590	螺絲	安裝	72		28	28	0	0	8	20	0	28	0	0	8	20	0	28	0	0	-8	-20	0	-28				0	0	0	0	0	0																													
碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.5	70	 	 	1/2 IN x 70 MM LG		SET	G14592	螺絲	安裝	322		44	44	0	8	16	20	0	44	0	8	16	20	0	44	0	-8	-16	-20	0	-44				0	0	0	0	0	0																													
碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.5	105	 	 	1/2 IN x 105 MM LG		SET	G14656	螺絲	安裝	19		4	4	0	0	0	4	0	4	0	0	0	4	0	4	0	0	0	-4	0	-4				0	0	0	0	0	0																													
碳鋼	481	STUD BOLT UNC AS A193-B7/ A194-2H W/ 2 HVY HEX NUTS  ASME   	0.5	75	 	 	1/2 IN x 75 MM LG		SET	G14591	螺絲	安裝	115		60	60	0	52	8	0	0	60	0	52	8	0	0	60	0	-52	-8	0	0	-60				0	0	0	0	0	0																													
碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.875	150	 	 	7/8 IN x 150 MM LG		SET	G201120	螺絲	安裝	91		48	48	0	0	4	44	0	48	0	0	4	44	0	48	0	0	-4	-44	0	-48				0	0	0	0	0	0																													
碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.875	160	 	 	7/8 IN x 160 MM LG		SET	G201122	螺絲	安裝	19		16	16	0	0	16	0	0	16	0	0	16	0	0	16	0	0	-16	0	0	-16				0	0	0	0	0	0																													
碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.875	140	 	 	7/8 IN x 140 MM LG		SET	G201118	螺絲	安裝	29		24	24	0	0	24	0	0	24	0	0	24	0	0	24	0	0	-24	0	0	-24				0	0	0	0	0	0																													
碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.875	175	 	 	7/8 IN x 175 MM LG		SET	G201125	螺絲	安裝	77		64	64	0	0	64	0	0	64	0	0	64	0	0	64	0	0	-64	0	0	-64				0	0	0	0	0	0																													
碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.75	130	 	 	3/4 IN x 130 MM LG		SET	G201010	螺絲	安裝	115		48	48	0	0	48	0	0	48	0	0	48	0	0	48	0	0	-48	0	0	-48				0	0	0	0	0	0																													
碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.75	150	 	 	3/4 IN x 150 MM LG		SET	G201014	螺絲	安裝	67		4	4	0	0	4	0	0	4	0	0	4	0	0	4	0	0	-4	0	0	-4				0	0	0	0	0	0																													
碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.75	110	 	 	3/4 IN x 110 MM LG		SET	G201005	螺絲	安裝	67		16	16	0	0	16	0	0	16	0	0	16	0	0	16	0	0	-16	0	0	-16				0	0	0	0	0	0																													
碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.75	140	 	 	3/4 IN x 140 MM LG		SET	G201012	螺絲	安裝	254		56	56	0	0	40	16	0	56	0	0	40	16	0	56	0	0	-40	-16	0	-56				0	0	0	0	0	0																													
碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.75	120	 	 	3/4 IN x 120 MM LG		SET	G201007	螺絲	安裝	82		4	4	0	0	4	0	0	4	0	0	4	0	0	4	0	0	-4	0	0	-4				0	0	0	0	0	0																													
碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.75	145	 	 	3/4 IN x 145 MM LG		SET	G201013	螺絲	安裝	10		8	8	0	0	8	0	0	8	0	0	8	0	0	8	0	0	-8	0	0	-8				0	0	0	0	0	0																													
碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.75	165	 	 	3/4 IN x 165 MM LG		SET	G201017	螺絲	安裝	10		24	24	0	0	4	20	0	24	0	0	4	20	0	24	0	0	-4	-20	0	-24				0	0	0	0	0	0																													
碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.75	135	 	 	3/4 IN x 135 MM LG		SET	G201011	螺絲	安裝	38		8	8	0	0	8	0	0	8	0	0	8	0	0	8	0	0	-8	0	0	-8				0	0	0	0	0	0																													
碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.625	90	 	 	5/8 IN x 90 MM LG		SET	G201001	螺絲	安裝	38		16	16	0	0	16	0	0	16	0	0	16	0	0	16	0	0	-16	0	0	-16				0	0	0	0	0	0																													
碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.625	85	 	 	5/8 IN x 85 MM LG		SET	G201000	螺絲	安裝	29		8	8	0	0	8	0	0	8	0	0	8	0	0	8	0	0	-8	0	0	-8				0	0	0	0	0	0																													
碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.625	80	 	 	5/8 IN x 80 MM LG		SET	G200999	螺絲	安裝	106		32	32	0	0	32	0	0	32	0	0	32	0	0	32	0	0	-32	0	0	-32				0	0	0	0	0	0																													
碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.625	95	 	 	5/8 IN x 95 MM LG		SET	G201002	螺絲	安裝	221		12	12	0	0	12	0	0	12	0	0	12	0	0	12	0	0	-12	0	0	-12				0	0	0	0	0	0																													
碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.625	150	 	 	5/8 IN x 150 MM LG		SET	G200938	螺絲	安裝	19		8	8	0	0	8	0	0	8	0	0	8	0	0	8	0	0	-8	0	0	-8				0	0	0	0	0	0																													
碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.5	80	 	 	1/2 IN x 80 MM LG		SET	G200923	螺絲	安裝	38		28	28	0	0	28	0	0	28	0	0	28	0	0	28	0	0	-28	0	0	-28				0	0	0	0	0	0																													
碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.5	70	 	 	1/2 IN x 70 MM LG		SET	G200921	螺絲	安裝	38		28	28	0	0	28	0	0	28	0	0	28	0	0	28	0	0	-28	0	0	-28				0	0	0	0	0	0																													
碳鋼	481	STUD BOLT UNC AS A193-B7M/ A194-2HM W/ 2 HVY HEX NUTS  ASME  NACE	0.5	75	 	 	1/2 IN x 75 MM LG		SET	G200922	螺絲	安裝	24		16	16	0	0	16	0	0	16	0	0	16	0	0	16	0	0	-16	0	0	-16				0	0	0	0	0	0																													
碳鋼	610	GATE VALVE CL150 RF CS A105 BODY 13CR AND HF-TR API TR #8 SLD-WG OS&Y BB API ASME   	2	 	 	 	"2"""		PC	V35901	閘閥	安裝	2		1	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	-1	0	-1				0	0	0	0	0	0																													
碳鋼	610	GATE VALVE CL150 RF CS A105 BODY 13CR AND HF-TR API TR #8 SLD-WG OS&Y BB API ASME   	1.5	 	 	 	"1-1/2"""		PC	V08557	閘閥	安裝	4		4	4	0	4	0	0	0	4	0	4	0	0	0	4	0	-4	0	0	0	-4				0	0	0	0	0	0																													
